phylum	class	order	family	genus	species	subsp	subsub	key	strain
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica			CR382127	Yarrowia lipolytica CLIB122
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica			JAFI02	Yarrowia lipolytica PO1f
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica			LJBI01	Yarrowia lipolytica W29
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica			HG934059	Yarrowia lipolytica WSH-Z06
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica			FLLM01	
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica			QFFT01	CBA6003
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia				BCKF01	Yarrowia sp. JCM 30694
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia				BCLX01	Yarrowia sp. JCM 30695
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia				BCKG01	Yarrowia sp. JCM 30696
Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	starkeyi			LSGR01	NRRL Y-11557
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	lusitaniae			AAFT01	Clavispora lusitaniae ATCC 42720
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	lusitaniae			LYUB01	Clavispora lusitaniae CBS 6936
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	lusitaniae			APWW01	Clavispora lusitaniae MTCC 1001
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	lusitaniae			LYUB02	CBS 6936
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	aberdeeniae			NKZB01	SUB 05-213.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	aberdeeniae			NLAG01	UWOPS 07-202.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	arizonensis			NLAT01	UWOPS 99-103.3.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	arizonensis			NLAU01	UWOPS 99-103.4
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	australis			MVNQ01	UFMG-CM-Y6158
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	bicuspidata			LXTC01	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	borealis			NKZC01	SUB 99-207.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	borealis			NLAR01	UWOPS 96-101.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	bowlesiae			NLAE01	UWOPS 04-243x5
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	bowlesiae			NLAJ01	UWOPS 12-611.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	bowlesiae			NLAK01	UWOPS 12-619.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	cerradonensis			NKZD01	UFMG 03-T67.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	cerradonensis			NKZE01	UFMG 03-T68.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	colocasiae			NKZQ01	UWOPS 03-134.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	colocasiae			NKZV01	UWOPS 03-202.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	continentalis			NLAO01	UWOPS 95-402.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	continentalis			NLAS01	UWOPS 96-173
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	cubensis			NKYZ01	MUCL 45751
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	cubensis			NKZA01	MUCL 45753
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	dekortorum			NKZM01	UWOPS 01-142b3
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	dekortorum			NKZU01	UWOPS 03-172.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	drakensbergensis			NKYW01	EBD-CdVSA09-2T
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	drakensbergensis			NKYX01	EBD-CdVSA10-2A
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	drosophilae			NXHB01	UWOPS83-1135.3
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	drosophilae			NXHC01	UWOPS83-1143.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	fructicola			ANFW02	Metschnikowia fructicola 277
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	fructicola			MTJM01	AP47
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	hamakuensis			NKZZ01	UWOPS 04-199.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	hamakuensis			NLAB01	UWOPS 04-207.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	hawaiiensis			NLAM01	UWOPS 87-2203.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	hawaiiensis			NLAN01	UWOPS 91-745.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	hibisci			NLAP01	UWOPS 95-797.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	hibisci			NLAQ01	UWOPS 95-805.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	kamakouana			NKZX01	UWOPS 04-112.5
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	kamakouana			NLAA01	UWOPS 04-206.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	kipukae			NKZJ01	UWOPS 00-669.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	lochheadii			NKZT01	UWOPS 03-167a3
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	lochheadii			NLAW01	UWOPS 99-661.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	matae	maris		NKZH01	UFMG-CM-Y397T
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	matae	matae		NKZF01	UFMG-CM-Y391A
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	matae	matae		NKZG01	UFMG-CM-Y395T
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	mauinuiana			NKZW01	UWOPS 04-110.4
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	mauinuiana			NKZY01	UWOPS 04-190.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	orientalis			NXGZ01	UWOPS99-745.6
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	orientalis			NXHA01	UWOPS05-269.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	proteae			NKYU01	EBD-A10Y1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	proteae			NKYY01	EBD-T1Y1T
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	pulcherrima			QBLL01	UCD127
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	santaceciliae			NKZL01	UWOPS 01-142b1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	santaceciliae			NKZN01	UWOPS 01-517a1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	shivogae			NLAF01	UWOPS 04-310.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	shivogae			NLAH01	UWOPS 07-203.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	similis			NKZP01	UWOPS 03-133.4
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	similis			NKZS01	UWOPS 03-158.2
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NKZI01	UWOPS 00-154.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NKZO01	UWOPS 01-655c1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NKZR01	UWOPS 03-147.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NLAC01	UWOPS 04-218.3
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NLAD01	UWOPS 04-226.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NLAL01	UWOPS 13-106.1
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				LPNK01	AWRI3582
Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia				NKYV01	EBD-CdV M2Y3
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	californica			QBLI01	UCD09
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	californica			QBLJ01	UCD89
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	fabianii			BCGI01	Cyberlindnera fabianii JCM 3601
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	fabianii			MPUK01	65
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	jadinii			CDQK01	Cyberlindnera jadinii CBS1600
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	jadinii			BAEL01	Cyberlindnera jadinii NBRC 0988
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	jadinii			LTAD01	NRRL Y-1542
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTP01	Komagataella pastoris JPS019
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBVR01	Komagataella pastoris JPS072
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTQ01	Komagataella pastoris
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBSZ01	JPS095
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTA01	JPS086
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTE01	JPS094
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTF01	JPS379
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTG01	JPS014
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTH01	JPS056
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTI01	JPS289
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTJ01	JPS478
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTK01	JPS086
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTL01	JPS391
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTM01	JPS230
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTN01	JPS194
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTO01	JPS300
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTR01	JPS394
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTS01	JPS495
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTT01	JPS496
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTV01	JPS233
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTW01	JPS568
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTX01	JPS536
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTY01	JPS535
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBTZ01	JPS604
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBUA01	JPS670
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBUB01	JPS733
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBUC01	JPS664
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBUD01	JPS749
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBUE01	JPS682
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBUF01	JPS782
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			FBVQ01	JPS060
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	pastoris			CABH01	DSMZ 70382
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	phaffii			FR839628	Komagataella phaffii CBS 7435
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	phaffii			CP014715	Komagataella phaffii GS115
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	phaffii			OCZY01	
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	anomalus			AEGI02	Wickerhamomyces anomalus NRRL Y-366
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	anomalus			LWUN01	NRRL Y-366-8
Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	ciferrii			CAIF01	Wickerhamomyces ciferrii NRRL Y-1031 F-60-10
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	anomalus			LCTY01	Brettanomyces anomalus YV396
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	anomalus			MDSB01	CBS 7654
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	bruxellensis			AHMD01	Brettanomyces bruxellensis CBS 2499
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	bruxellensis			AHIQ01	Brettanomyces bruxellensis AWRI1499
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	bruxellensis			AZMW01	Brettanomyces bruxellensis LAMAP2480
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	bruxellensis			FYBN01	
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	bruxellensis			MDGX01	CBS 2796
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	custersianus			MDVK01	CBS 4805
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	naardenensis			MDSA01	CBS 7540
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Nakazawaea	peltata			BCGQ01	Nakazawaea peltata JCM 9829
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Nakazawaea	wickerhamii			NHAO01	NRRL Y-2563
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	methanolica			BCKW01	Ogataea methanolica JCM 10240
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	parapolymorpha			AEOI02	Ogataea parapolymorpha DL-1
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	polymorpha			BBNV01	Ogataea polymorpha BY4329
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	polymorpha			AECK01	Ogataea polymorpha NCYC 495 leu1.1
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	fermentans			QAWB01	fo/MP/02
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			JQFK01	Pichia kudriavzevii SD108
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			ALNQ01	Pichia kudriavzevii M12
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			BBOI01	Pichia kudriavzevii NBRC 1279
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			MPBH01	KMBL5774
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			MQVM01	129
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			NHMM01	Ckrusei653
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii			NWTR01	NG7
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	membranifaciens			BDGI01	KS47-1
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	membranifaciens			AEHA01	NRRL Y-2026
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	norvegensis			QAWC01	CBS 1922
Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora	dispora			NHAL01	NRRL Y-1447
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AAFO01	Candida albicans WO-1
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAS01	Candida albicans A92
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAT01	Candida albicans A203
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAU01	Candida albicans A67
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAV01	Candida albicans A48
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAW01	Candida albicans CHN1
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAX01	Candida albicans A20
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAY01	Candida albicans 3153A
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVAZ01	Candida albicans A155
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AVBA01	Candida albicans A84
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			ASHC01	Candida albicans Ca529L
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIX01	Candida albicans P78048
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIW01	Candida albicans GC75
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIU01	Candida albicans P37005
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIQ01	Candida albicans 12C
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIT01	Candida albicans P87
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIV01	Candida albicans 19F
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIR01	Candida albicans L26
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJIZ01	Candida albicans P34048
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJJF01	Candida albicans SC5314
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	albicans			AJJG01	Candida albicans Ca6
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	apicola			LBNK01	Candida apicola NRRL Y-50540
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	auris			LGST01	Candida auris 6684
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	boidinii			LMZO01	Candida boidinii GF002
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	boidinii			BCGP01	Candida boidinii JCM 9604
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	bracarensis			CAPU01	Candida bracarensis CBS 10154
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	carpophila			BCGK01	Candida carpophila JCM 9396
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	castellii			CAPW01	Candida castellii CBS 4332
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	dubliniensis			FM992695	Candida dubliniensis CD36
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	dubliniensis			JFFX01	Candida dubliniensis UOB319
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	dubliniensis			JFFY01	Candida dubliniensis UOB320
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	ethanolica			ANNA01	Candida ethanolica M2
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			CR380947	Candida glabrata strain CBS138
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			AYJS02	Candida glabrata CCTCC M202019
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			LLWO01	Candida glabrata 1A
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			LMAB01	Candida glabrata 3B
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			LLZY01	Candida glabrata 2B
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			LLZZ01	Candida glabrata
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			LMAA01	Candida glabrata
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	glabrata			LMAY01	Candida glabrata
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	homilentoma			BCGB01	Candida homilentoma JCM 1507
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	infanticola			LWLF01	Candida infanticola DS02
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	intermedia			BCGD01	Candida intermedia JCM 1607
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	maltosa			AOGT01	Candida maltosa Xu316
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	nivariensis			CAPV01	Candida nivariensis CBS 9983
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	orthopsilosis			AMDC01	Candida orthopsilosis AY2
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	orthopsilosis			HE681719	Candida orthopsilosis Co 90-125
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	orthopsilosis			CBZO02	MCO456
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	parapsilosis			CBZX02	Candida parapsilosis GA1
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	parapsilosis			CBZQ02	Candida parapsilosis CBS6318
Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Candida	parapsilosis			CABE01	Candida parapsilosis CDC317
